Variable_Pair	P_Value
DEF_60_CNT_SOCIAL_CIRCLE vs CREDIT_TO_ANNUITY_RATIO	4.35871860032999e-05
CODE_GENDERM vs OBS_30_CNT_SOCIAL_CIRCLE	4.06594784138497e-05
CODE_GENDERF vs OBS_30_CNT_SOCIAL_CIRCLE	4.06594784120374e-05
OCCUPATION_TYPEAccountants vs OBS_30_CNT_SOCIAL_CIRCLE	2.2386382195454e-05
OCCUPATION_TYPEIT_staff vs OBS_60_CNT_SOCIAL_CIRCLE	2.22503203449686e-05
TARGET vs CREDIT_TO_INCOME_RATIO	1.81726597415477e-05
NAME_FAMILY_STATUSSeparated vs DAYS_LAST_PHONE_CHANGE	1.81185662179003e-05
OCCUPATION_TYPEIT_staff vs AMT_INCOME_TOTAL	1.53200991709996e-05
OCCUPATION_TYPEWaiters/barmen_staff vs DAYS_LAST_PHONE_CHANGE	1.49910711357981e-05
NAME_EDUCATION_TYPEAcademic_degree vs AMT_GOODS_PRICE	1.46613395836706e-05
OCCUPATION_TYPEIT_staff vs AMT_REQ_CREDIT_BUREAU_YEAR	1.21877942047188e-05
OCCUPATION_TYPEAccountants vs OBS_60_CNT_SOCIAL_CIRCLE	1.04086148362627e-05
OCCUPATION_TYPEHigh_skill_tech_staff vs DEF_30_CNT_SOCIAL_CIRCLE	8.13145059092444e-06
OCCUPATION_TYPEMedicine_staff vs AMT_REQ_CREDIT_BUREAU_YEAR	7.60806214825489e-06
NAME_CONTRACT_TYPERevolving_loans vs DEF_30_CNT_SOCIAL_CIRCLE	6.44551264592892e-06
NAME_CONTRACT_TYPECash_loans vs DEF_30_CNT_SOCIAL_CIRCLE	6.44551264372355e-06
OCCUPATION_TYPECooking_staff vs DEF_30_CNT_SOCIAL_CIRCLE	6.39257091909669e-06
INCOME_BRACKET100k_150k vs DAYS_EMPLOYED	6.03214645538256e-06
OCCUPATION_TYPEAccountants vs DEF_30_CNT_SOCIAL_CIRCLE	4.95405522785909e-06
DEF_60_CNT_SOCIAL_CIRCLE vs EMPLOYED_IN_YEARS	3.87406171882534e-06
OCCUPATION_TYPECleaning_staff vs DAYS_LAST_PHONE_CHANGE	3.75214945517082e-06
OCCUPATION_TYPECooking_staff vs DAYS_LAST_PHONE_CHANGE	3.60404824182953e-06
OCCUPATION_TYPELaborers vs OBS_30_CNT_SOCIAL_CIRCLE	3.52979217303509e-06
OCCUPATION_TYPEDrivers vs AMT_CREDIT	3.29103226246419e-06
OCCUPATION_TYPESecurity_staff vs CNT_CHILDREN	2.8769193530528e-06
OCCUPATION_TYPEHR_staff vs EXT_SOURCE_1	2.63923181252521e-06
OCCUPATION_TYPEIT_staff vs CREDIT_TO_GOODS_PRICE_RATIO	2.60903137435901e-06
OCCUPATION_TYPESecurity_staff vs AMT_REQ_CREDIT_BUREAU_YEAR	2.09526845493353e-06
OCCUPATION_TYPEIT_staff vs CREDIT_TO_INCOME_RATIO	2.04360515334457e-06
NAME_EDUCATION_TYPEAcademic_degree vs AMT_ANNUITY	1.96924165496978e-06
OCCUPATION_TYPELaborers vs OBS_60_CNT_SOCIAL_CIRCLE	1.94059177863461e-06
OCCUPATION_TYPEPrivate_service_staff vs CREDIT_TO_INCOME_RATIO	1.37397426746615e-06
INCOME_BRACKET250k_300k vs DEF_30_CNT_SOCIAL_CIRCLE	9.73230219900777e-07
OCCUPATION_TYPEPrivate_service_staff vs DAYS_LAST_PHONE_CHANGE	5.28645370853194e-07
OCCUPATION_TYPELow_skill_Laborers vs CREDIT_TO_INCOME_RATIO	5.1115063146846e-07
OCCUPATION_TYPEHR_staff vs AMT_CREDIT	3.9383676910866e-07
TARGET vs OBS_60_CNT_SOCIAL_CIRCLE	3.93591093806965e-07
OCCUPATION_TYPECleaning_staff vs CNT_CHILDREN	3.31696134729879e-07
OCCUPATION_TYPEHR_staff vs AMT_ANNUITY	3.21185415458501e-07
NAME_FAMILY_STATUSMarried vs AGE_IN_YEARS	2.92205589494791e-07
NAME_FAMILY_STATUSMarried vs AGE_IN_YEARS_NUM	2.92205589494791e-07
OCCUPATION_TYPEIT_staff vs EXT_SOURCE_1	2.88023545515535e-07
OCCUPATION_TYPESecretaries vs CNT_CHILDREN	2.77195598498286e-07
NAME_FAMILY_STATUSMarried vs DAYS_BIRTH	2.6838633923567e-07
NAME_FAMILY_STATUSWidow vs DEF_30_CNT_SOCIAL_CIRCLE	2.40165315726754e-07
NAME_EDUCATION_TYPELower_secondary vs CREDIT_TO_ANNUITY_RATIO	2.36069026900197e-07
EDUCATION_LEVELhighschool_incomplete vs CREDIT_TO_ANNUITY_RATIO	2.36069026900197e-07
OCCUPATION_TYPEUnknown vs EXT_SOURCE_2	2.34543705890718e-07
TARGET vs OBS_30_CNT_SOCIAL_CIRCLE	2.16895468599626e-07
NAME_FAMILY_STATUSCivil_marriage vs OBS_60_CNT_SOCIAL_CIRCLE	1.73295289487247e-07
NAME_FAMILY_STATUSCivil_marriage vs OBS_30_CNT_SOCIAL_CIRCLE	1.55556022445056e-07
NAME_EDUCATION_TYPELower_secondary vs CNT_CHILDREN	1.39190237812521e-07
EDUCATION_LEVELhighschool_incomplete vs CNT_CHILDREN	1.39190237812521e-07
OCCUPATION_TYPEUnknown vs DEF_30_CNT_SOCIAL_CIRCLE	1.3784249808403e-07
OCCUPATION_TYPERealty_agents vs EXT_SOURCE_2	1.05858983432076e-07
OCCUPATION_TYPEHR_staff vs AMT_GOODS_PRICE	8.49355969853323e-08
NAME_FAMILY_STATUSSeparated vs EMPLOYED_IN_YEARS	6.98281957634764e-08
OCCUPATION_TYPECore_staff vs AMT_ANNUITY	6.78395579038553e-08
OCCUPATION_TYPEHigh_skill_tech_staff vs OBS_60_CNT_SOCIAL_CIRCLE	3.25876723322523e-08
NAME_EDUCATION_TYPELower_secondary vs CREDIT_TO_INCOME_RATIO	3.04165436262079e-08
EDUCATION_LEVELhighschool_incomplete vs CREDIT_TO_INCOME_RATIO	3.04165436262079e-08
OCCUPATION_TYPEHigh_skill_tech_staff vs OBS_30_CNT_SOCIAL_CIRCLE	2.90582736655872e-08
NAME_EDUCATION_TYPEIncomplete_higher vs AMT_INCOME_TOTAL	2.8832323967041e-08
NAME_FAMILY_STATUSSingle_/_not_married vs CREDIT_TO_GOODS_PRICE_RATIO	2.28803374681077e-08
AGE_BUCKET26_45 vs CREDIT_TO_GOODS_PRICE_RATIO	1.77216207936283e-08
OCCUPATION_TYPEDrivers vs CREDIT_TO_GOODS_PRICE_RATIO	1.29885005117798e-08
AGE_BUCKET46_64 vs CREDIT_TO_GOODS_PRICE_RATIO	1.28711201582088e-08
OCCUPATION_TYPEHigh_skill_tech_staff vs CREDIT_TO_ANNUITY_RATIO	9.01788066785417e-09
OCCUPATION_TYPECooking_staff vs CREDIT_TO_ANNUITY_RATIO	8.17267363291327e-09
INCOME_BRACKET200k_250k vs DEF_30_CNT_SOCIAL_CIRCLE	5.54203024688543e-09
INCOME_BRACKET150k_200k vs CREDIT_TO_GOODS_PRICE_RATIO	3.8957204044174e-09
OCCUPATION_TYPERealty_agents vs AMT_ANNUITY	3.49663704431397e-09
INCOME_BRACKET200k_250k vs CREDIT_TO_GOODS_PRICE_RATIO	2.90269962583511e-09
OCCUPATION_TYPEHR_staff vs EXT_SOURCE_2	1.34541285284653e-09
OCCUPATION_TYPEUnknown vs CREDIT_TO_GOODS_PRICE_RATIO	1.24703968408384e-09
INCOME_BRACKET50k_100k vs CREDIT_TO_GOODS_PRICE_RATIO	4.48165505567289e-10
NAME_FAMILY_STATUSCivil_marriage vs AMT_REQ_CREDIT_BUREAU_YEAR	2.003318349445e-10
DEF_60_CNT_SOCIAL_CIRCLE vs AMT_INCOME_TOTAL	1.75104771722224e-10
OCCUPATION_TYPEHigh_skill_tech_staff vs AMT_INCOME_TOTAL	1.20497484490867e-10
NAME_FAMILY_STATUSCivil_marriage vs DAYS_LAST_PHONE_CHANGE	4.92242697002398e-11
INCOME_BRACKET150k_200k vs DAYS_LAST_PHONE_CHANGE	4.01773599884805e-11
OCCUPATION_TYPEHigh_skill_tech_staff vs DAYS_LAST_PHONE_CHANGE	2.27061977476575e-11
OCCUPATION_TYPESecurity_staff vs AMT_INCOME_TOTAL	2.24210354444859e-11
AGE_BUCKET65_UP vs CREDIT_TO_GOODS_PRICE_RATIO	6.59171482300343e-12
OCCUPATION_TYPEWaiters/barmen_staff vs EXT_SOURCE_2	6.23463129319182e-12
OCCUPATION_TYPELow_skill_Laborers vs AMT_INCOME_TOTAL	5.70209379450153e-12
NAME_FAMILY_STATUSMarried vs AMT_INCOME_TOTAL	5.66798133053095e-12
OCCUPATION_TYPEPrivate_service_staff vs CNT_CHILDREN	3.21602441399204e-12
TARGET vs AMT_ANNUITY	1.16897690969905e-12
OCCUPATION_TYPESales_staff vs OBS_60_CNT_SOCIAL_CIRCLE	9.13981247964199e-13
DEF_60_CNT_SOCIAL_CIRCLE vs DAYS_EMPLOYED	6.98585384782523e-13
OCCUPATION_TYPECooking_staff vs CNT_CHILDREN	5.83932433704976e-13
OCCUPATION_TYPEWaiters/barmen_staff vs AMT_ANNUITY	4.46366778575744e-13
NAME_FAMILY_STATUSSeparated vs EXT_SOURCE_2	3.54889814227745e-13
OCCUPATION_TYPESales_staff vs OBS_30_CNT_SOCIAL_CIRCLE	2.36509901931257e-13
AGE_BUCKET26_45 vs DAYS_LAST_PHONE_CHANGE	2.22442846034886e-13
INCOME_BRACKET100k_150k vs DEF_30_CNT_SOCIAL_CIRCLE	2.08147837381145e-13
INCOME_BRACKET50k_100k vs CNT_CHILDREN	1.97925424867932e-13
NAME_EDUCATION_TYPEIncomplete_higher vs AMT_GOODS_PRICE	1.58117095853017e-13
OCCUPATION_TYPEMedicine_staff vs AMT_INCOME_TOTAL	4.57693336827074e-14
AGE_BUCKET46_64 vs AMT_ANNUITY	3.80047684038238e-14
HAS_CHILDREN vs OBS_60_CNT_SOCIAL_CIRCLE	3.50731026925684e-14
HAS_CHILDREN_NUM vs OBS_60_CNT_SOCIAL_CIRCLE	3.50731026925684e-14
OCCUPATION_TYPEMedicine_staff vs CREDIT_TO_GOODS_PRICE_RATIO	3.43914248597974e-14
OCCUPATION_TYPEPrivate_service_staff vs AMT_ANNUITY	1.54993275732097e-14
INCOME_BRACKET250k_300k vs DAYS_BIRTH	1.36999760285153e-14
INCOME_BRACKET250k_300k vs AGE_IN_YEARS	1.34154392903178e-14
INCOME_BRACKET250k_300k vs AGE_IN_YEARS_NUM	1.34154392903178e-14
NAME_FAMILY_STATUSSeparated vs CREDIT_TO_GOODS_PRICE_RATIO	1.04008850038548e-14
OCCUPATION_TYPECooking_staff vs CREDIT_TO_INCOME_RATIO	6.07954086241555e-15
OCCUPATION_TYPEMedicine_staff vs DAYS_LAST_PHONE_CHANGE	4.68497099331361e-15
HAS_CHILDREN vs OBS_30_CNT_SOCIAL_CIRCLE	3.87802448692392e-15
HAS_CHILDREN_NUM vs OBS_30_CNT_SOCIAL_CIRCLE	3.87802448692392e-15
NAME_FAMILY_STATUSWidow vs CREDIT_TO_GOODS_PRICE_RATIO	1.5380492590926e-15
HAS_CHILDREN vs EXT_SOURCE_2	1.42459576003083e-15
HAS_CHILDREN_NUM vs EXT_SOURCE_2	1.42459576003083e-15
OCCUPATION_TYPEMedicine_staff vs AMT_ANNUITY	1.19204168134972e-15
OCCUPATION_TYPECleaning_staff vs CREDIT_TO_INCOME_RATIO	1.04792481757241e-15
CODE_GENDERF vs EXT_SOURCE_2	4.77095157320278e-16
CODE_GENDERM vs EXT_SOURCE_2	4.77095157312789e-16
AGE_BUCKET26_45 vs EXT_SOURCE_2	1.79249945331391e-16
NAME_EDUCATION_TYPEIncomplete_higher vs AMT_CREDIT	1.29883480850671e-16
NAME_FAMILY_STATUSCivil_marriage vs CNT_CHILDREN	8.19420980009949e-17
OCCUPATION_TYPEHigh_skill_tech_staff vs CREDIT_TO_GOODS_PRICE_RATIO	7.92888159060217e-17
INCOME_BRACKET100k_150k vs OBS_30_CNT_SOCIAL_CIRCLE	5.4315948851237e-17
FLAG_OWN_CARY vs DEF_30_CNT_SOCIAL_CIRCLE	4.90553264615749e-17
FLAG_OWN_CARN vs DEF_30_CNT_SOCIAL_CIRCLE	4.90553264582837e-17
INCOME_BRACKET100k_150k vs OBS_60_CNT_SOCIAL_CIRCLE	4.4591865884745e-17
NAME_EDUCATION_TYPEIncomplete_higher vs CREDIT_TO_GOODS_PRICE_RATIO	3.52649574242571e-17
DEF_60_CNT_SOCIAL_CIRCLE vs AMT_REQ_CREDIT_BUREAU_YEAR	3.02376918887909e-17
OCCUPATION_TYPEWaiters/barmen_staff vs CREDIT_TO_ANNUITY_RATIO	2.84206486851953e-17
NAME_EDUCATION_TYPELower_secondary vs DAYS_LAST_PHONE_CHANGE	1.52769731673767e-17
EDUCATION_LEVELhighschool_incomplete vs DAYS_LAST_PHONE_CHANGE	1.52769731673767e-17
NAME_FAMILY_STATUSSeparated vs OBS_30_CNT_SOCIAL_CIRCLE	1.39170275248978e-17
OCCUPATION_TYPEHigh_skill_tech_staff vs CNT_CHILDREN	1.01239301472069e-17
NAME_FAMILY_STATUSSeparated vs OBS_60_CNT_SOCIAL_CIRCLE	9.60600176365341e-18
OCCUPATION_TYPESecurity_staff vs AMT_CREDIT	5.63728612434113e-18
NAME_CONTRACT_TYPERevolving_loans vs EXT_SOURCE_2	1.07585028863922e-18
NAME_CONTRACT_TYPECash_loans vs EXT_SOURCE_2	1.07585028844367e-18
HAS_CHILDREN vs AMT_INCOME_TOTAL	2.88190011038962e-19
HAS_CHILDREN_NUM vs AMT_INCOME_TOTAL	2.88190011038962e-19
OCCUPATION_TYPECleaning_staff vs EXT_SOURCE_2	6.11978848058208e-20
OCCUPATION_TYPEHR_staff vs AGE_IN_YEARS	4.9674311740741e-20
OCCUPATION_TYPEHR_staff vs AGE_IN_YEARS_NUM	4.9674311740741e-20
OCCUPATION_TYPEHR_staff vs DAYS_BIRTH	4.66143476133012e-20
INCOME_BRACKET50k_100k vs DEF_30_CNT_SOCIAL_CIRCLE	4.29527361529263e-20
OCCUPATION_TYPEMedicine_staff vs EXT_SOURCE_1	2.49628320718124e-20
OCCUPATION_TYPEAccountants vs AMT_REQ_CREDIT_BUREAU_YEAR	1.49124727187008e-20
AGE_BUCKET65_UP vs DAYS_LAST_PHONE_CHANGE	1.20900023559558e-20
OCCUPATION_TYPESecurity_staff vs AGE_IN_YEARS	6.47488627341949e-21
OCCUPATION_TYPESecurity_staff vs AGE_IN_YEARS_NUM	6.47488627341949e-21
OCCUPATION_TYPESecurity_staff vs DAYS_BIRTH	4.48583257808961e-21
OCCUPATION_TYPEPrivate_service_staff vs EXT_SOURCE_2	1.08320686424187e-21
OCCUPATION_TYPESales_staff vs DAYS_LAST_PHONE_CHANGE	8.18345984676779e-22
NAME_FAMILY_STATUSCivil_marriage vs CREDIT_TO_ANNUITY_RATIO	7.455257948188e-22
TARGET vs AMT_REQ_CREDIT_BUREAU_YEAR	3.68715615724282e-22
CODE_GENDERM vs AMT_REQ_CREDIT_BUREAU_YEAR	3.51823711182634e-22
CODE_GENDERF vs AMT_REQ_CREDIT_BUREAU_YEAR	3.51823711171837e-22
INCOME_BRACKET250k_300k vs CREDIT_TO_GOODS_PRICE_RATIO	3.23120717868788e-22
INCOME_BRACKET100k_150k vs AGE_IN_YEARS	3.14871092487561e-22
INCOME_BRACKET100k_150k vs AGE_IN_YEARS_NUM	3.14871092487561e-22
OCCUPATION_TYPECore_staff vs CREDIT_TO_GOODS_PRICE_RATIO	2.33776165583335e-22
INCOME_BRACKET100k_150k vs DAYS_BIRTH	2.28081536564911e-22
OCCUPATION_TYPEHigh_skill_tech_staff vs AMT_REQ_CREDIT_BUREAU_YEAR	1.05045068426539e-22
OCCUPATION_TYPECleaning_staff vs AMT_REQ_CREDIT_BUREAU_YEAR	1.03380511722049e-22
OCCUPATION_TYPEWaiters/barmen_staff vs AMT_CREDIT	7.92514310373682e-23
NAME_EDUCATION_TYPEIncomplete_higher vs DAYS_LAST_PHONE_CHANGE	7.74677356762745e-23
OCCUPATION_TYPEWaiters/barmen_staff vs AMT_GOODS_PRICE	3.44829303063145e-23
NAME_EDUCATION_TYPELower_secondary vs EXT_SOURCE_1	3.24147841197392e-23
EDUCATION_LEVELhighschool_incomplete vs EXT_SOURCE_1	3.24147841197392e-23
OCCUPATION_TYPEAccountants vs CNT_CHILDREN	2.10666273600806e-23
OCCUPATION_TYPECooking_staff vs AMT_INCOME_TOTAL	1.7927741903541e-23
FLAG_OWN_CARY vs CREDIT_TO_ANNUITY_RATIO	1.59301424023976e-23
FLAG_OWN_CARN vs CREDIT_TO_ANNUITY_RATIO	1.59301424008805e-23
CODE_GENDERF vs DEF_30_CNT_SOCIAL_CIRCLE	1.43640740105264e-23
CODE_GENDERM vs DEF_30_CNT_SOCIAL_CIRCLE	1.43640740020293e-23
OCCUPATION_TYPEManagers vs DEF_30_CNT_SOCIAL_CIRCLE	4.84043348985873e-24
OCCUPATION_TYPESecurity_staff vs AMT_GOODS_PRICE	3.51070092200562e-24
NAME_EDUCATION_TYPESecondary_/_secondary_special vs CREDIT_TO_ANNUITY_RATIO	3.47921717660706e-24
INCOME_BRACKET150k_200k vs EXT_SOURCE_2	3.46837247486676e-24
NAME_EDUCATION_TYPELower_secondary vs AMT_INCOME_TOTAL	3.29391098305785e-24
EDUCATION_LEVELhighschool_incomplete vs AMT_INCOME_TOTAL	3.29391098305785e-24
OCCUPATION_TYPESecurity_staff vs EXT_SOURCE_2	1.64890471093909e-24
OCCUPATION_TYPEMedicine_staff vs DAYS_BIRTH	1.52030273181832e-24
OCCUPATION_TYPEMedicine_staff vs AGE_IN_YEARS	1.36299755590489e-24
OCCUPATION_TYPEMedicine_staff vs AGE_IN_YEARS_NUM	1.36299755590489e-24
AGE_BUCKET46_64 vs AMT_INCOME_TOTAL	1.20872445805802e-24
INCOME_BRACKET250k_300k vs EXT_SOURCE_1	7.08220503655845e-25
NAME_CONTRACT_TYPERevolving_loans vs OBS_60_CNT_SOCIAL_CIRCLE	5.07298987390006e-25
NAME_CONTRACT_TYPECash_loans vs OBS_60_CNT_SOCIAL_CIRCLE	5.07298987352451e-25
INCOME_BRACKET0_50k vs DAYS_LAST_PHONE_CHANGE	8.88165474515945e-26
NAME_EDUCATION_TYPELower_secondary vs CREDIT_TO_GOODS_PRICE_RATIO	6.88462540527351e-26
EDUCATION_LEVELhighschool_incomplete vs CREDIT_TO_GOODS_PRICE_RATIO	6.88462540527351e-26
TARGET vs CNT_CHILDREN	1.90138028397269e-26
INCOME_BRACKET300k_UP vs DAYS_BIRTH	1.34633114246547e-26
NAME_CONTRACT_TYPECash_loans vs OBS_30_CNT_SOCIAL_CIRCLE	1.34550851639991e-26
NAME_CONTRACT_TYPERevolving_loans vs OBS_30_CNT_SOCIAL_CIRCLE	1.34550851610272e-26
INCOME_BRACKET300k_UP vs AGE_IN_YEARS	1.16084517991229e-26
INCOME_BRACKET300k_UP vs AGE_IN_YEARS_NUM	1.16084517991229e-26
OCCUPATION_TYPEUnknown vs DAYS_LAST_PHONE_CHANGE	9.3704945814551e-27
OCCUPATION_TYPECooking_staff vs CREDIT_TO_GOODS_PRICE_RATIO	9.14231369517837e-27
OCCUPATION_TYPEIT_staff vs DAYS_EMPLOYED	9.12172122401679e-27
OCCUPATION_TYPECooking_staff vs EXT_SOURCE_1	4.99922655590841e-27
OCCUPATION_TYPEDrivers vs AMT_INCOME_TOTAL	3.10055112805868e-27
INCOME_BRACKET0_50k vs CNT_CHILDREN	3.03046691232292e-27
OCCUPATION_TYPEUnknown vs CREDIT_TO_ANNUITY_RATIO	2.38135418141691e-27
INCOME_BRACKET50k_100k vs EXT_SOURCE_1	1.94057364941407e-27
OCCUPATION_TYPECooking_staff vs AMT_ANNUITY	1.35238172766154e-27
OCCUPATION_TYPEHR_staff vs EMPLOYED_IN_YEARS	1.35075265126152e-27
OCCUPATION_TYPEMedicine_staff vs CNT_CHILDREN	1.22342158151151e-27
OCCUPATION_TYPEAccountants vs AMT_INCOME_TOTAL	6.85499179930442e-28
NAME_FAMILY_STATUSSingle_/_not_married vs OBS_30_CNT_SOCIAL_CIRCLE	6.17089032589638e-28
NAME_FAMILY_STATUSSingle_/_not_married vs OBS_60_CNT_SOCIAL_CIRCLE	4.55970805467661e-28
OCCUPATION_TYPESecurity_staff vs CREDIT_TO_GOODS_PRICE_RATIO	3.77152438303112e-28
OCCUPATION_TYPECleaning_staff vs AMT_INCOME_TOTAL	3.12851977733404e-28
OCCUPATION_TYPEManagers vs AMT_REQ_CREDIT_BUREAU_YEAR	2.83308124681395e-28
AGE_BUCKET18_25 vs AMT_INCOME_TOTAL	2.22393864240957e-28
OCCUPATION_TYPELow_skill_Laborers vs DAYS_LAST_PHONE_CHANGE	2.18016519737737e-28
OCCUPATION_TYPECore_staff vs EXT_SOURCE_1	1.19307883131491e-28
OCCUPATION_TYPEHR_staff vs DAYS_EMPLOYED	1.09679753395165e-28
INCOME_BRACKET100k_150k vs DAYS_LAST_PHONE_CHANGE	5.9705556803066e-29
OCCUPATION_TYPEIT_staff vs EMPLOYED_IN_YEARS	5.52687592255842e-29
OCCUPATION_TYPECore_staff vs AMT_CREDIT	9.30214673345143e-30
OCCUPATION_TYPECore_staff vs CREDIT_TO_ANNUITY_RATIO	3.82131323438885e-30
OCCUPATION_TYPEHigh_skill_tech_staff vs AMT_ANNUITY	7.11806567472589e-31
INCOME_BRACKET300k_UP vs CNT_CHILDREN	6.91897333831773e-31
OCCUPATION_TYPESales_staff vs CREDIT_TO_ANNUITY_RATIO	6.56990144139712e-31
OCCUPATION_TYPECooking_staff vs AMT_CREDIT	5.16040975693906e-31
HAS_CHILDREN vs AMT_ANNUITY	2.00223955120577e-31
HAS_CHILDREN_NUM vs AMT_ANNUITY	2.00223955120577e-31
OCCUPATION_TYPESecurity_staff vs AMT_ANNUITY	1.7167006680033e-31
NAME_FAMILY_STATUSWidow vs AMT_REQ_CREDIT_BUREAU_YEAR	4.57084881587504e-32
OCCUPATION_TYPEHigh_skill_tech_staff vs AMT_CREDIT	2.06285065471899e-32
OCCUPATION_TYPEAccountants vs CREDIT_TO_ANNUITY_RATIO	1.20591649845558e-32
OCCUPATION_TYPELaborers vs AMT_ANNUITY	6.37163059772613e-33
CODE_GENDERF vs AMT_CREDIT	4.66507107194073e-33
CODE_GENDERM vs AMT_CREDIT	4.66507107193737e-33
NAME_FAMILY_STATUSSeparated vs CNT_CHILDREN	8.49647079962973e-34
OCCUPATION_TYPECore_staff vs EXT_SOURCE_2	3.00203123266283e-34
OCCUPATION_TYPELow_skill_Laborers vs AMT_ANNUITY	1.65790743096933e-34
INCOME_BRACKET150k_200k vs CREDIT_TO_ANNUITY_RATIO	3.70045565828949e-35
INCOME_BRACKET300k_UP vs DEF_30_CNT_SOCIAL_CIRCLE	3.45500159880365e-35
OCCUPATION_TYPELow_skill_Laborers vs CREDIT_TO_GOODS_PRICE_RATIO	1.59826019811817e-35
OCCUPATION_TYPECore_staff vs AMT_GOODS_PRICE	1.07712516470901e-35
CODE_GENDERF vs AMT_GOODS_PRICE	5.8163787182429e-36
CODE_GENDERM vs AMT_GOODS_PRICE	5.81637871800483e-36
INCOME_BRACKET250k_300k vs AMT_REQ_CREDIT_BUREAU_YEAR	8.64863930696008e-37
DEF_60_CNT_SOCIAL_CIRCLE vs AMT_CREDIT	7.0473708678647e-37
OCCUPATION_TYPERealty_agents vs DAYS_EMPLOYED	3.44156443015143e-37
OCCUPATION_TYPEHigh_skill_tech_staff vs AMT_GOODS_PRICE	2.69548297282597e-37
OCCUPATION_TYPESales_staff vs AMT_ANNUITY	2.14861016625137e-37
DEF_60_CNT_SOCIAL_CIRCLE vs AMT_ANNUITY	1.37968536825452e-37
OCCUPATION_TYPEManagers vs OBS_60_CNT_SOCIAL_CIRCLE	6.57417590008314e-38
OCCUPATION_TYPECleaning_staff vs CREDIT_TO_GOODS_PRICE_RATIO	4.35528315493208e-38
OCCUPATION_TYPERealty_agents vs AGE_IN_YEARS	2.79108103915514e-38
OCCUPATION_TYPERealty_agents vs AGE_IN_YEARS_NUM	2.79108103915514e-38
OCCUPATION_TYPERealty_agents vs DAYS_BIRTH	2.49494378323617e-38
OCCUPATION_TYPEManagers vs OBS_30_CNT_SOCIAL_CIRCLE	1.16902709047019e-38
OCCUPATION_TYPECooking_staff vs AMT_GOODS_PRICE	6.36775960554003e-39
DEF_60_CNT_SOCIAL_CIRCLE vs AMT_GOODS_PRICE	2.00086606080333e-39
NAME_FAMILY_STATUSWidow vs CREDIT_TO_INCOME_RATIO	1.34674530512037e-39
OCCUPATION_TYPESales_staff vs AMT_INCOME_TOTAL	1.27859864473742e-39
OCCUPATION_TYPEMedicine_staff vs CREDIT_TO_ANNUITY_RATIO	1.63492512508793e-40
INCOME_BRACKET100k_150k vs CREDIT_TO_GOODS_PRICE_RATIO	1.18799515012875e-40
HAS_CHILDREN vs CREDIT_TO_GOODS_PRICE_RATIO	4.44949039540131e-41
HAS_CHILDREN_NUM vs CREDIT_TO_GOODS_PRICE_RATIO	4.44949039540131e-41
OCCUPATION_TYPEAccountants vs DAYS_LAST_PHONE_CHANGE	1.39049398896512e-41
DEF_60_CNT_SOCIAL_CIRCLE vs EXT_SOURCE_1	9.80220519688258e-42
OCCUPATION_TYPELow_skill_Laborers vs CREDIT_TO_ANNUITY_RATIO	6.64261639179546e-42
OCCUPATION_TYPECleaning_staff vs EXT_SOURCE_1	1.48360945096424e-43
NAME_FAMILY_STATUSSingle_/_not_married vs AMT_REQ_CREDIT_BUREAU_YEAR	4.03796558978408e-44
INCOME_BRACKET200k_250k vs DAYS_LAST_PHONE_CHANGE	1.73769631343452e-44
CODE_GENDERM vs DAYS_LAST_PHONE_CHANGE	1.08905649823101e-44
CODE_GENDERF vs DAYS_LAST_PHONE_CHANGE	1.08905649804876e-44
INCOME_BRACKET150k_200k vs AMT_REQ_CREDIT_BUREAU_YEAR	1.05795760705193e-44
OCCUPATION_TYPEManagers vs CREDIT_TO_ANNUITY_RATIO	7.35041134088634e-45
INCOME_BRACKET250k_300k vs DAYS_LAST_PHONE_CHANGE	2.65064514678192e-45
NAME_FAMILY_STATUSWidow vs AMT_INCOME_TOTAL	1.28265786512944e-45
INCOME_BRACKET100k_150k vs CREDIT_TO_ANNUITY_RATIO	1.17437119218313e-45
INCOME_BRACKET150k_200k vs EXT_SOURCE_1	6.3985147382186e-47
OCCUPATION_TYPERealty_agents vs EMPLOYED_IN_YEARS	8.59962579787644e-49
OCCUPATION_TYPESecretaries vs EMPLOYED_IN_YEARS	1.01719607896305e-49
HAS_CHILDREN vs CREDIT_TO_INCOME_RATIO	4.52944560914735e-50
HAS_CHILDREN_NUM vs CREDIT_TO_INCOME_RATIO	4.52944560914735e-50
OCCUPATION_TYPECleaning_staff vs AMT_CREDIT	3.87746987802799e-51
NAME_FAMILY_STATUSMarried vs EMPLOYED_IN_YEARS	2.62718427947176e-51
NAME_EDUCATION_TYPEIncomplete_higher vs CREDIT_TO_ANNUITY_RATIO	2.88540165401203e-52
INCOME_BRACKET300k_UP vs OBS_60_CNT_SOCIAL_CIRCLE	1.07981347566622e-53
OCCUPATION_TYPEAccountants vs CREDIT_TO_GOODS_PRICE_RATIO	1.00922244675457e-54
INCOME_BRACKET300k_UP vs OBS_30_CNT_SOCIAL_CIRCLE	4.79054652434585e-55
INCOME_BRACKET0_50k vs AMT_REQ_CREDIT_BUREAU_YEAR	4.66740216705998e-55
OCCUPATION_TYPECooking_staff vs EXT_SOURCE_2	1.70440686702847e-55
OCCUPATION_TYPEDrivers vs CREDIT_TO_ANNUITY_RATIO	1.51473281877039e-55
